geneid	pubmedid	publication	annotationmethod	annotationsource
NCU07325	18586951	S. Thompson, NJ. Croft, A. Sotiriou, HD. Piggins, SK. Crosthwaite. Neurospora crassa heat shock factor 1 Is an essential gene; a second heat shock factor-like gene, hsf2, is required for asexual spore formation.	Manual	Broad_CAP
NCU07325	18676954	T. Kasuga, NL. Glass. Dissecting colony development of Neurospora crassa using mRNA profiling and comparative genomics approaches.	Manual	Broad_CAP
NCU07325	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	Manual	Broad_CAP
NCU07325	19932184	M. Olmedo, C. Ruger-Herreros, EM. Luque, LM. Corrochano. A complex photoreceptor system mediates the regulation by light of the conidiation genes con-10 and con-6 in Neurospora crassa.	Manual	Broad_CAP
NCU07325	2521382	AN. Roberts, C. Yanofsky. Genes expressed during conidiation in Neurospora crassa: characterization of con-8.	Manual	Broad_CAP
NCU07325	2970007	AN. Roberts, V. Berlin, KM. Hager, C. Yanofsky. Molecular analysis of a Neurospora crassa gene expressed during conidiation.	Manual	Broad_CAP
NCU07325	3157864	Berlin, V., and C. Yanofsky.. Isolation and characterization of genes differentially expressed during conidiation of Neurospora crassa	Manual	Broad_CAP
NCU07325	4259665	Magill, C. W., H. Sweeney and V. W. Woodward. Histidine uptake in strains of Neurospora crassa with normal and mutant transport systems.	Manual	Broad_CAP
NCU07325	7604041	A. Carattoli, E. Kato, M. Rodriguez-Franco, WD. Stuart, G. Macino. A chimeric light-regulated amino acid transport system allows the isolation of blue light regulator (blr) mutants of Neurospora crassa.	Manual	Broad_CAP
NCU07325	7851642	LM. Corrochano, FR. Lauter, DJ. Ebbole, C. Yanofsky. Light and developmental regulation of the gene con-10 of Neurospora crassa.	Manual	Broad_CAP
NCU07325	8016143	L. Madi, DJ. Ebbole, BT. White, C. Yanofsky. Mutants of Neurospora crassa that alter gene expression and conidia development.	Manual	Broad_CAP
NCU07325	8887652	Yamashiro, C. T, D. J. Ebbole, B. U. Lee, R. E. Brown, C. Bourland, L. Madi and C. Yanofsky. Characterization of rco-1 of Neurospora crassa, a pleiotropic gene affecting growth and development that encodes a homolog of Tup1 of Saccharomyces cerevisiae.	Manual	Broad_CAP
NCU07325	9108272	H. Linden, M. Rodriguez-Franco, G. Macino. Mutants of Neurospora crassa defective in regulation of blue light perception.	Manual	Broad_CAP
NCU07325	9178001	Madi, L., S. A. McBride, L. A. Bailey and D. J. Ebbole. rco-3, a gene involved in glucose transport and conidiation in Neurospora crassa.	Manual	Broad_CAP
NCU07325	9560395	LA. Bailey, DJ. Ebbole. The fluffy gene of Neurospora crassa encodes a Gal4p-type C6 zinc cluster protein required for conidial development.	Manual	Broad_CAP
NCU07325	9680956	Lee, K. and D. J. Ebbole. Analysis of two transcription activation elements in the promoter of the developmentally regulated con-10 gene of Neurospora crassa.	Manual	Broad_CAP
NCU07325	9680957	Lee, K. and D. J. Ebbole. Tissue-specific repression of starvation and stress responses of the Neurospora crassa con-10 gene is mediated by RCO1.	Manual	Broad_CAP
NCU07959	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU07956	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU04181	1327874	Moczko, M., K. Dietmeier, T. Sollner, B. Segui, H. F. Steger, W. Neupert and N. Pfanner. Identification of the mitochondrial receptor complex in Saccharomyces cerevisiae.	Manual	Broad_CAP
NCU04181	1530986	Sollner, T., J. Rassow, M. Wiedmann, J. Schlossmann, P. Keil, W. Neupert and N. Pfanner. Mapping of the protein import machinery in the mitochondrial outer membrane by crosslinking of translocation intermediates	Manual	Broad_CAP
NCU04181	8348615	Kiebler, M., P. Keil, H. Schneider, I. J. van der Klei, N. Pfanner and W. Neupert. The mitochondrial receptor complex: a central role of MOM22 in mediating preprotein transfer from receptors to the general insertion pore.	Manual	Broad_CAP
NCU01320	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU05770	17449655	C. Tian, T. Kasuga, MS. Sachs, NL. Glass. Transcriptional Profiling of Cross Pathway Control in Neurospora crassa and Comparative Analysis of the Gcn4 and CPC1 Regulons.	Manual	Broad_CAP
NCU05770	18948219	K. Yamashita, A. Shiozawa, S. Watanabe, F. Fukumori, M. Kimura, M. Fujimura. ATF-1 transcription factor regulates the expression of ccg-1 and cat-1 genes in response to fludioxonil under OS-2 MAP kinase in Neurospora crassa.	Manual	Broad_CAP
NCU05770	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU05770	2540152	Chary, P., and D. O. Natvig. Evidence for three differentially regulated catalase genes in Neurospora crassa: effects of oxidative stress, heat shock, and development	Manual	Broad_CAP
NCU01555	12871904	M. Nowrousian, GE. Duffield, JJ. Loros, JC. Dunlap. The frequency gene is required for temperature-dependent regulation of many clock-controlled genes in Neurospora crassa.	Manual	Broad_CAP
NCU01555	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU03686	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU01477	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU01036	19696111	E. Hutchison, S. Brown, C. Tian, NL. Glass. Transcriptional profiling and functional analysis of heterokaryon incompatibility in Neurospora crassa reveals that ROS, but not metacaspases, are associated with programmed cell death.	Manual	Broad_CAP
NCU08549	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU00380	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU06216	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU09520	14665450	NL. Catlett, OC. Yoder, BG. Turgeon. Whole-genome analysis of two-component signal transduction genes in fungal pathogens.	Manual	Broad_CAP
NCU00475	12180913	ZA. Lewis, A. Correa, C. Schwerdtfeger, KL. Link, X. Xie, RH. Gomer, T. Thomas, DJ. Ebbole, D. Bell-Pedersen. Overexpression of White Collar-1 (WC-1) activates circadian clock-associated genes, but is not sufficient to induce most light-regulated gene expression in Neurospora crassa.	Manual	Broad_CAP
NCU00475	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU03115	18676954	T. Kasuga, NL. Glass. Dissecting colony development of Neurospora crassa using mRNA profiling and comparative genomics approaches.	Manual	Broad_CAP
NCU04930	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU06404	15007097	KA. Borkovich, LA. Alex, O. Yarden, M. Freitag, GE. Turner, ND. Read, S. Seiler, D. Bell-Pedersen, J. Paietta, N. Plesofsky, M. Plamann, M. Goodrich-Tanrikulu, U. Schulte, G. Mannhaupt, FE. Nargang, A. Radford, C. Selitrennikoff, JE. Galagan, JC. Dunlap, JJ. Loros, D. Catcheside, H. Inoue, R. Aramayo, M. Polymenis, EU. Selker, MS. Sachs, GA. Marzluf, I. Paulsen, R. Davis, DJ. Ebbole, A. Zelter, ER. Kalkman, R. O'Rourke, F. Bowring, J. Yeadon, C. Ishii, K. Suzuki, W. Sakai, R. Pratt. Lessons from the genome sequence of Neurospora crassa: tracing the path from genomic blueprint to multicellular organism.	Manual	Broad_CAP
NCU06404	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU05160	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU07530	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU07530	20034585	P. Korripally, A. Tiwari, A. Haritha, P. Kiranmayi, M. Bhanoori. Characterization of Ctr family genes and the elucidation of their role in the life cycle of Neurospora crassa.	Manual	Broad_CAP
NCU09108	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU09108	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU02066	19230635	DE. Gras, HC. Silveira, NT. Peres, PR. Sanches, NM. Martinez-Rossi, A. Rossi. Transcriptional changes in the nuc-2A mutant strain of Neurospora crassa cultivated under conditions of phosphate shortage.	Manual	Broad_CAP
NCU01936	15007097	KA. Borkovich, LA. Alex, O. Yarden, M. Freitag, GE. Turner, ND. Read, S. Seiler, D. Bell-Pedersen, J. Paietta, N. Plesofsky, M. Plamann, M. Goodrich-Tanrikulu, U. Schulte, G. Mannhaupt, FE. Nargang, A. Radford, C. Selitrennikoff, JE. Galagan, JC. Dunlap, JJ. Loros, D. Catcheside, H. Inoue, R. Aramayo, M. Polymenis, EU. Selker, MS. Sachs, GA. Marzluf, I. Paulsen, R. Davis, DJ. Ebbole, A. Zelter, ER. Kalkman, R. O'Rourke, F. Bowring, J. Yeadon, C. Ishii, K. Suzuki, W. Sakai, R. Pratt. Lessons from the genome sequence of Neurospora crassa: tracing the path from genomic blueprint to multicellular organism.	Manual	Broad_CAP
NCU03949	15582992	K. Francis, B. Russell, G. Gadda. Involvement of a flavosemiquinone in the enzymatic oxidation of nitroalkanes catalyzed by 2-nitropropane dioxygenase.	Manual	Broad_CAP
NCU03949	19199786	G. Gadda, K. Francis. Inflated kinetic isotope effects in the branched mechanism of N. crassa 2-nitropropane dioxygenase.	Manual	Broad_CAP
NCU03949	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU03949	19577534	G. Gadda, K. Francis. Nitronate monooxygenase, a model for anionic flavin semiquinone intermediates in oxidative catalysis.	Manual	Broad_CAP
NCU03949	19683782	K. Francis, G. Gadda. Kinetic evidence for an anion binding pocket in the active site of nitronate monooxygenase.	Manual	Broad_CAP
NCU03949	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU04195	18769678	W. Dong, X. Tang, Y. Yu, R. Nilsen, R. Kim, J. Griffith, J. Arnold, HB. Sch?ttler. Systems Biology of the Clock in Neurospora crassa.	Manual	Broad_CAP
NCU07155	18769678	W. Dong, X. Tang, Y. Yu, R. Nilsen, R. Kim, J. Griffith, J. Arnold, HB. Sch?ttler. Systems Biology of the Clock in Neurospora crassa.	Manual	Broad_CAP
NCU08983	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU06509	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU06407	18676954	T. Kasuga, NL. Glass. Dissecting colony development of Neurospora crassa using mRNA profiling and comparative genomics approaches.	Manual	Broad_CAP
NCU09160	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU10055	15274618	Y. Furutani, AG. Bezerra, S. Waschuk, M. Sumii, LS. Brown, H. Kandori. FTIR spectroscopy of the K photointermediate of Neurospora rhodopsin: structural changes of the retinal, protein, and water molecules after photoisomerization.	Manual	Broad_CAP
NCU10055	17676324	JA. Bieszke, L. Li, KA. Borkovich. The fungal opsin gene nop-1 is negatively-regulated by a component of the blue light sensing pathway and influences conidiation-specific gene expression in Neurospora crassa.	Manual	Broad_CAP
NCU10055	19932184	M. Olmedo, C. Ruger-Herreros, EM. Luque, LM. Corrochano. A complex photoreceptor system mediates the regulation by light of the conidiation genes con-10 and con-6 in Neurospora crassa.	Manual	Broad_CAP
NCU02209	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU02458	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU10016	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU02918	14676319	S. Kroken, NL. Glass, JW. Taylor, OC. Yoder, BG. Turgeon. Phylogenomic analysis of type I polyketide synthase genes in pathogenic and saprobic ascomycetes.	Manual	Broad_CAP
NCU02918	15802524	D. Li, P. Bobrowicz, HH. Wilkinson, DJ. Ebbole. A mitogen-activated protein kinase pathway essential for mating and contributing to vegetative growth in Neurospora crassa.	Manual	Broad_CAP
NCU02918	19277664	M. Nowrousian. A novel polyketide biosynthesis gene cluster is involved in fruiting body morphogenesis in the filamentous fungi Sordaria macrospora and Neurospora crassa.	Manual	Broad_CAP
NCU00528	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU01564	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU05061	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU05564	12589072	Sichting M, Schell-Steven A, Prokisch H, Erdmann R and Rottensteiner H. Pex7p and Pex20p of Neurospora crassa function together in PTS2-dependent protein import into peroxisomes. 	Manual	Broad_CAP
NCU05564	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU03996	15007097	KA. Borkovich, LA. Alex, O. Yarden, M. Freitag, GE. Turner, ND. Read, S. Seiler, D. Bell-Pedersen, J. Paietta, N. Plesofsky, M. Plamann, M. Goodrich-Tanrikulu, U. Schulte, G. Mannhaupt, FE. Nargang, A. Radford, C. Selitrennikoff, JE. Galagan, JC. Dunlap, JJ. Loros, D. Catcheside, H. Inoue, R. Aramayo, M. Polymenis, EU. Selker, MS. Sachs, GA. Marzluf, I. Paulsen, R. Davis, DJ. Ebbole, A. Zelter, ER. Kalkman, R. O'Rourke, F. Bowring, J. Yeadon, C. Ishii, K. Suzuki, W. Sakai, R. Pratt. Lessons from the genome sequence of Neurospora crassa: tracing the path from genomic blueprint to multicellular organism.	Manual	Broad_CAP
NCU05585	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU08270	15302921	A. Chicas, C. Cogoni, G. Macino. RNAi-dependent and RNAi-independent mechanisms contribute to the silencing of RIPed sequences in Neurospora crassa.	Manual	Broad_CAP
NCU08270	15767281	T. Nolan, L. Braccini, G. Azzalin, A. De Toni, G. Macino, C. Cogoni. The post-transcriptional gene silencing machinery functions independently of DNA methylation to repress a LINE1-like retrotransposon in Neurospora crassa.	Manual	Broad_CAP
NCU08270	19243581	G. Cecere, C. Cogoni. Quelling targets the rDNA locus and functions in rDNA copy number control.	Manual	Broad_CAP
NCU08270	19444217	HC. Lee, SS. Chang, S. Choudhary, AP. Aalto, M. Maiti, DH. Bamford, Y. Liu. qiRNA is a new type of small interfering RNA induced by DNA damage.	Manual	Broad_CAP
NCU04348	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU06495	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU08051	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU03636	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU01055	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU01055	20034585	P. Korripally, A. Tiwari, A. Haritha, P. Kiranmayi, M. Bhanoori. Characterization of Ctr family genes and the elucidation of their role in the life cycle of Neurospora crassa.	Manual	Broad_CAP
NCU01010	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU04326	18769678	W. Dong, X. Tang, Y. Yu, R. Nilsen, R. Kim, J. Griffith, J. Arnold, HB. Sch?ttler. Systems Biology of the Clock in Neurospora crassa.	Manual	Broad_CAP
NCU09491	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU03557	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU01765	18474589	A. Castro, C. Lemos, A. Falc?o, NL. Glass, A. Videira. Increased resistance of complex I mutants to phytosphingosine-induced programmed cell death.	Manual	Broad_CAP
NCU01765	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU01765	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU01765	8120088	Harkness, T. A., F. E. Nargang, I. van der Klei, W. Neupert, and R. Lill. A crucial role of the mitochondrial protein import receptor MOM19 for the biogenesis of mitochondria.	Manual	Broad_CAP
NCU03503	15007097	KA. Borkovich, LA. Alex, O. Yarden, M. Freitag, GE. Turner, ND. Read, S. Seiler, D. Bell-Pedersen, J. Paietta, N. Plesofsky, M. Plamann, M. Goodrich-Tanrikulu, U. Schulte, G. Mannhaupt, FE. Nargang, A. Radford, C. Selitrennikoff, JE. Galagan, JC. Dunlap, JJ. Loros, D. Catcheside, H. Inoue, R. Aramayo, M. Polymenis, EU. Selker, MS. Sachs, GA. Marzluf, I. Paulsen, R. Davis, DJ. Ebbole, A. Zelter, ER. Kalkman, R. O'Rourke, F. Bowring, J. Yeadon, C. Ishii, K. Suzuki, W. Sakai, R. Pratt. Lessons from the genome sequence of Neurospora crassa: tracing the path from genomic blueprint to multicellular organism.	Manual	Broad_CAP
NCU01698	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU03516	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU10048	14135412	Case, M. E., and N. H. Giles. Allelic recombination in Neurospora: tetrad analysis of a three-point cross within the pan-2 locus	Manual	Broad_CAP
NCU10048	19139144	K. Schneider, S. Perrino, K. Oelhafen, S. Li, A. Zatsepin, P. Lakin-Thomas, S. Brody. Rhythmic Conidiation in Constant Light in Vivid Mutants of Neurospora crassa.	Manual	Broad_CAP
NCU07947	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU06961	15007097	KA. Borkovich, LA. Alex, O. Yarden, M. Freitag, GE. Turner, ND. Read, S. Seiler, D. Bell-Pedersen, J. Paietta, N. Plesofsky, M. Plamann, M. Goodrich-Tanrikulu, U. Schulte, G. Mannhaupt, FE. Nargang, A. Radford, C. Selitrennikoff, JE. Galagan, JC. Dunlap, JJ. Loros, D. Catcheside, H. Inoue, R. Aramayo, M. Polymenis, EU. Selker, MS. Sachs, GA. Marzluf, I. Paulsen, R. Davis, DJ. Ebbole, A. Zelter, ER. Kalkman, R. O'Rourke, F. Bowring, J. Yeadon, C. Ishii, K. Suzuki, W. Sakai, R. Pratt. Lessons from the genome sequence of Neurospora crassa: tracing the path from genomic blueprint to multicellular organism.	Manual	Broad_CAP
NCU06961	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU07296	11254137	O. Propheta, J. Vierula, P. Toporowski, R. Gorovits, O. Yarden. The Neurospora crassa colonial temperature-sensitive 3 (cot-3) gene encodes protein elongation factor 2.	Manual	Broad_CAP
NCU07296	16822837	S. Seiler, N. Vogt, C. Ziv, R. Gorovits, O. Yarden. The STE20/germinal center kinase POD6 interacts with the NDR kinase COT1 and is involved in polar tip extension in Neurospora crassa.	Manual	Broad_CAP
NCU07296	18562669	S. Maerz, C. Ziv, N. Vogt, K. Helmstaedt, N. Cohen, R. Gorovits, O. Yarden, S. Seiler. The nuclear Dbf2-related kinase COT1 and the mitogen-activated protein kinases MAK1 and MAK2 genetically interact to regulate filamentous growth, hyphal fusion and sexual development in Neurospora crassa.	Manual	Broad_CAP
NCU07296	18676954	T. Kasuga, NL. Glass. Dissecting colony development of Neurospora crassa using mRNA profiling and comparative genomics approaches.	Manual	Broad_CAP
NCU07296	18716060	N. Vogt, S. Seiler. The RHO1-specific GTPase-activating protein LRG1 regulates polar tip growth in parallel to Ndr kinase signaling in Neurospora.	Manual	Broad_CAP
NCU07296	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	Manual	Broad_CAP
NCU07296	19788544	S. Maerz, A. Dettmann, C. Ziv, Y. Liu, O. Valerius, O. Yarden, S. Seiler. Two NDR kinase-MOB complexes function as distinct modules during septum formation and tip extension in Neurospora crassa.	Manual	Broad_CAP
NCU07296	4254118	Reissig, J. L. and J. E. Glasgow. Mucopolysaccharide which regulates growth in Neurospora	Manual	Broad_CAP
NCU07296	7929559	Plamann, M., P. E. Minke, J. H. Tinsley and K. S. Bruno. Cytoplasmic dynein and actin-related protein Arp1 are required for normal nuclear distribution in filamentous fungi	Manual	Broad_CAP
NCU07296	8643479	Bruno, K. S., J. H. Tinsley, P. F. Minke and M. Plamann. Genetic interactions among cytoplasmic dynein, dynactin, and nuclear distribution mutants of Neurospora crassa.	Manual	Broad_CAP
NCU04856	14597725	A. Correa, ZA. Lewis, AV. Greene, IJ. March, RH. Gomer, D. Bell-Pedersen. Multiple oscillators regulate circadian gene expression in Neurospora.	Manual	Broad_CAP
NCU04856	16287898	T. Kasuga, JP. Townsend, C. Tian, LB. Gilbert, G. Mannhaupt, JW. Taylor, NL. Glass. Long-oligomer microarray profiling in Neurospora crassa reveals the transcriptional program underlying biochemical and physiological events of conidial germination.	Manual	Broad_CAP
NCU04856	1975579	Calderon, J., L. M. Martinez and J. Mora. Isolation and characterization of a Neurospora crassa mutant altered in the alpha polypeptide of glutamine synthetase.	Manual	Broad_CAP
NCU04856	20018766	C. Tian, WT. Beeson, AT. Iavarone, J. Sun, MA. Marletta, JH. Cate, NL. Glass. Systems analysis of plant cell wall degradation by the model filamentous fungus Neurospora crassa.	Manual	Broad_CAP
NCU01219	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU01219	19696111	E. Hutchison, S. Brown, C. Tian, NL. Glass. Transcriptional profiling and functional analysis of heterokaryon incompatibility in Neurospora crassa reveals that ROS, but not metacaspases, are associated with programmed cell death.	Manual	Broad_CAP
NCU04603	19230635	DE. Gras, HC. Silveira, NT. Peres, PR. Sanches, NM. Martinez-Rossi, A. Rossi. Transcriptional changes in the nuc-2A mutant strain of Neurospora crassa cultivated under conditions of phosphate shortage.	Manual	Broad_CAP
NCU04603	19520721	A. Videira, T. Kasuga, C. Tian, C. Lemos, A. Castro, NL. Glass. Transcriptional analysis of the response of Neurospora crassa to phytosphingosine reveals links to mitochondrial function.	Manual	Broad_CAP
NCU04603	19555771	A. Maddi, SM. Bowman, SJ. Free. Trifluoromethanesulfonic acid-based proteomic analysis of cell wall and secreted proteins of the ascomycetous fungi Neurospora crassa and Candida albicans.	Manual	Broad_CAP
NCU04323	18769678	W. Dong, X. Tang, Y. Yu, R. Nilsen, R. Kim, J. Griffith, J. Arnold, HB. Sch?ttler. Systems Biology of the Clock in Neurospora crassa.	Manual	Broad_CAP
