geneid	evidencecode	pubmedid	publication	termid	termname	termnamespace
NCU07534	IMP	9294193	C. Cogoni, G. Macino. Isolation of quelling-defective (qde) mutants impaired in posttranscriptional transgene-induced gene silencing in Neurospora crassa.	GO:0016441	posttranscriptional gene silencing	P
NCU07534	IMP	19444217	HC. Lee, SS. Chang, S. Choudhary, AP. Aalto, M. Maiti, DH. Bamford, Y. Liu. qiRNA is a new type of small interfering RNA induced by DNA damage.	GO:0030422	production of siRNA involved in RNA interference	P
NCU02794	IEP	19884508	A. Fleissner, AC. Leeder, MG. Roca, ND. Read, NL. Glass. Oscillatory recruitment of signaling proteins to cell tips promotes coordinated behavior during cell fusion.	GO:0005737	cytoplasm	C
NCU02794	IEP	19884508	A. Fleissner, AC. Leeder, MG. Roca, ND. Read, NL. Glass. Oscillatory recruitment of signaling proteins to cell tips promotes coordinated behavior during cell fusion.	GO:0005773	vacuole	C
NCU02794	IEP	19884508	A. Fleissner, AC. Leeder, MG. Roca, ND. Read, NL. Glass. Oscillatory recruitment of signaling proteins to cell tips promotes coordinated behavior during cell fusion.	GO:0005938	cell cortex	C
NCU02794	IMP	22962278	A. Simonin, J. Palma-Guerrero, M. Fricker, NL. Glass. The physiological significance of network organization in fungi.	GO:0046907	intracellular transport	P
NCU02794	IMP	21666072	C. Fu, P. Iyer, A. Herkal, J. Abdullah, A. Stout, SJ. Free. Identification and characterization of genes required for cell-to-cell fusion in Neurospora crassa.	GO:0000768	syncytium formation by plasma membrane fusion	P
NCU02794	TAS	19884508	A. Fleissner, AC. Leeder, MG. Roca, ND. Read, NL. Glass. Oscillatory recruitment of signaling proteins to cell tips promotes coordinated behavior during cell fusion.	GO:0043577	chemotropism	P
NCU00936	IDA	21145408	A. Keeping, D. Deabreu, M. Dibernardo, RA. Collins. Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.	GO:0005739	mitochondrion	C
NCU08301	IDA	19020516	J. Cha, SS. Chang, G. Huang, P. Cheng, Y. Liu. Control of WHITE COLLAR localization by phosphorylation is a critical step in the circadian negative feedback process.	GO:0005737	cytoplasm	C
NCU08301	IMP	19020516	J. Cha, SS. Chang, G. Huang, P. Cheng, Y. Liu. Control of WHITE COLLAR localization by phosphorylation is a critical step in the circadian negative feedback process.	GO:0006470	protein dephosphorylation	P
NCU08301	IMP	19020516	J. Cha, SS. Chang, G. Huang, P. Cheng, Y. Liu. Control of WHITE COLLAR localization by phosphorylation is a critical step in the circadian negative feedback process.	GO:0042752	regulation of circadian rhythm	P
NCU08042	IMP	22532664	ST. Coradetti, JP. Craig, Y. Xiong, T. Shock, C. Tian, NL. Glass. Conserved and essential transcription factors for cellulase gene expression in ascomycete fungi.	GO:0030245	cellulose catabolic process	P
NCU06836	IEP	17371837	S. Choudhary, HC. Lee, M. Maiti, Q. He, P. Cheng, Q. Liu, Y. Liu. A double-stranded-RNA response program important for RNA interference efficiency.	GO:0043331	response to dsRNA	P
NCU01789	IMP	20522492	MS. Aldabbous, MG. Roca, A. Stout, IC. Huang, ND. Read, SJ. Free. The ham-5, rcm-1 and rco-1 genes regulate hyphal fusion in Neurospora crassa.	GO:0000768	syncytium formation by plasma membrane fusion	P
NCU01789	IMP	20522492	MS. Aldabbous, MG. Roca, A. Stout, IC. Huang, ND. Read, SJ. Free. The ham-5, rcm-1 and rco-1 genes regulate hyphal fusion in Neurospora crassa.	GO:0000909	sporocarp development involved in sexual reproduction	P
NCU01789	IMP	20522492	MS. Aldabbous, MG. Roca, A. Stout, IC. Huang, ND. Read, SJ. Free. The ham-5, rcm-1 and rco-1 genes regulate hyphal fusion in Neurospora crassa.	GO:0030448	hyphal growth	P
NCU01789	IMP	20522492	MS. Aldabbous, MG. Roca, A. Stout, IC. Huang, ND. Read, SJ. Free. The ham-5, rcm-1 and rco-1 genes regulate hyphal fusion in Neurospora crassa.	GO:0070787	conidiophore development	P
NCU05129	IPI	None	None	GO:0004049	anthranilate synthase activity	F
NCU04074	IC	15863099	I. Marques, M. Duarte, J. Assun??o, AV. Ushakova, A. Videira. Composition of complex I from Neurospora crassa and disruption of two "accessory" subunits.	GO:0005739	mitochondrion	C
NCU04074	IC	15863099	I. Marques, M. Duarte, J. Assun??o, AV. Ushakova, A. Videira. Composition of complex I from Neurospora crassa and disruption of two "accessory" subunits.	GO:0005747	mitochondrial respiratory chain complex I	C
NCU04074	IC	15863099	I. Marques, M. Duarte, J. Assun??o, AV. Ushakova, A. Videira. Composition of complex I from Neurospora crassa and disruption of two "accessory" subunits.	GO:0006116	NADH oxidation	P
NCU04074	IC	15863099	I. Marques, M. Duarte, J. Assun??o, AV. Ushakova, A. Videira. Composition of complex I from Neurospora crassa and disruption of two "accessory" subunits.	GO:0009055	electron carrier activity	F
NCU04074	IDA	17873079	I. Marques, NA. Dencher, A. Videira, F. Krause. Supramolecular organization of the respiratory chain in Neurospora crassa mitochondria.	GO:0005739	mitochondrion	C
NCU04074	IMP	20435699	A. Castro, C. Lemos, A. Falc?o, AS. Fernandes, NL. Glass, A. Videira. Rotenone enhances the antifungal properties of staurosporine.	GO:0012501	programmed cell death	P
NCU04074	IMP	9520272	M. Duarte, N. Mota, L. Pinto, A. Videira. Inactivation of the gene coding for the 30.4-kDa subunit of respiratory chain NADH dehydrogenase: is the enzyme essential for Neurospora?	GO:0030437	ascospore formation	P
NCU04074	IMP	9520272	M. Duarte, N. Mota, L. Pinto, A. Videira. Inactivation of the gene coding for the 30.4-kDa subunit of respiratory chain NADH dehydrogenase: is the enzyme essential for Neurospora?	GO:0032981	mitochondrial respiratory chain complex I assembly	P
NCU05007	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU04802	IEP	17371837	S. Choudhary, HC. Lee, M. Maiti, Q. He, P. Cheng, Q. Liu, Y. Liu. A double-stranded-RNA response program important for RNA interference efficiency.	GO:0043331	response to dsRNA	P
NCU04065	IGI	12582135	SK. Roberts. TOK homologue in Neurospora crassa: first cloning and functional characterization of an ion channel in a filamentous fungus.	GO:0005267	potassium channel activity	F
NCU04883	IEP	22796096	GD. Tzelepis, P. Melin, DF. Jensen, J. Stenlid, M. Karlsson. Functional analysis of glycoside hydrolase family 18 and 20 genes in Neurospora crassa.	GO:0009620	response to fungus	P
NCU09917	IEP	12180913	ZA. Lewis, A. Correa, C. Schwerdtfeger, KL. Link, X. Xie, RH. Gomer, T. Thomas, DJ. Ebbole, D. Bell-Pedersen. Overexpression of White Collar-1 (WC-1) activates circadian clock-associated genes, but is not sufficient to induce most light-regulated gene expression in Neurospora crassa.	GO:0009416	response to light stimulus	P
NCU07267	IEP	17986782	S. Watanabe, K. Yamashita, N. Ochiai, F. Fukumori, A. Ichiishi, M. Kimura, M. Fujimura. OS-2 mitogen activated protein kinase regulates the clock-controlled gene ccg-1 in Neurospora crassa.	GO:0009651	response to salt stress	P
NCU07267	IEP	22240319	TM. Lamb, KE. Finch, D. Bell-Pedersen. The Neurospora crassa OS MAPK pathway-activated transcription factor ASL-1 contributes to circadian rhythms in pathway responsive clock-controlled genes.	GO:0071470	cellular response to osmotic stress	P
NCU07267	IEP	12180913	ZA. Lewis, A. Correa, C. Schwerdtfeger, KL. Link, X. Xie, RH. Gomer, T. Thomas, DJ. Ebbole, D. Bell-Pedersen. Overexpression of White Collar-1 (WC-1) activates circadian clock-associated genes, but is not sufficient to induce most light-regulated gene expression in Neurospora crassa.	GO:0009416	response to light stimulus	P
NCU06703	IMP	18296620	RR. Lew, Z. Abbas, MI. Anderca, SJ. Free. Phenotype of a mechanosensitive channel mutant, mid-1, in a filamentous fungus, Neurospora crassa.	GO:0030448	hyphal growth	P
NCU06703	IMP	18296620	RR. Lew, Z. Abbas, MI. Anderca, SJ. Free. Phenotype of a mechanosensitive channel mutant, mid-1, in a filamentous fungus, Neurospora crassa.	GO:0040009	regulation of growth rate	P
NCU08947	IDA	21145408	A. Keeping, D. Deabreu, M. Dibernardo, RA. Collins. Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.	GO:0031966	mitochondrial membrane	C
NCU08947	IDA	17873079	I. Marques, NA. Dencher, A. Videira, F. Krause. Supramolecular organization of the respiratory chain in Neurospora crassa mitochondria.	GO:0005739	mitochondrion	C
NCU02219	IMP	22635922	B. Cavinder, F. Trail. Role of Fig1, a component of the low-affinity calcium uptake system, in growth and sexual development of filamentous fungi.	GO:0000909	sporocarp development involved in sexual reproduction	P
NCU08173	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU08173	IMP	22445960	X. Sun, L. Yu, N. Lan, S. Wei, Y. Yu, H. Zhang, X. Zhang, S. Li. Analysis of the role of transcription factor VAD-5 in conidiation of Neurospora crassa.	GO:0048315	conidium formation	P
NCU06417	IDA	15794921	JA. Smiley, M. Kundracik, DA. Landfried, VR. Barnes, AA. Axhemi. Genes of the thymidine salvage pathway: thymine-7-hydroxylase from a Rhodotorula glutinis cDNA library and iso-orotate decarboxylase from Neurospora crassa.	GO:0050382	uracil-5-carboxylate decarboxylase activity	F
NCU06417	IEP	17898858	J. Leal, FM. Squina, NM. Martinez-Rossi, A. Rossi. The transcription of the gene for iso-orotate decarboxylase (IDCase), an enzyme of the thymidine salvage pathway, is downregulated in the pregc mutant strain of Neurospora crassa grown under phosphate starvation.	GO:0016036	cellular response to phosphate starvation	P
NCU09152	IEP	12180913	ZA. Lewis, A. Correa, C. Schwerdtfeger, KL. Link, X. Xie, RH. Gomer, T. Thomas, DJ. Ebbole, D. Bell-Pedersen. Overexpression of White Collar-1 (WC-1) activates circadian clock-associated genes, but is not sufficient to induce most light-regulated gene expression in Neurospora crassa.	GO:0009416	response to light stimulus	P
NCU08440	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU09495	IEP	17371837	S. Choudhary, HC. Lee, M. Maiti, Q. He, P. Cheng, Q. Liu, Y. Liu. A double-stranded-RNA response program important for RNA interference efficiency.	GO:0043331	response to dsRNA	P
NCU09495	ISS	16087750	KK. Adhvaryu, SA. Morris, BD. Strahl, EU. Selker. Methylation of histone H3 lysine 36 is required for normal development in Neurospora crassa.	GO:0042054	histone methyltransferase activity	F
NCU03523	IMP	21965514	G. Park, JA. Servin, GE. Turner, L. Altamirano, HV. Colot, P. Collopy, L. Litvinkova, L. Li, CA. Jones, FG. Diala, JC. Dunlap, KA. Borkovich. Global analysis of serine-threonine protein kinase genes in Neurospora crassa.	GO:0030448	hyphal growth	P
NCU03523	IMP	21965514	G. Park, JA. Servin, GE. Turner, L. Altamirano, HV. Colot, P. Collopy, L. Litvinkova, L. Li, CA. Jones, FG. Diala, JC. Dunlap, KA. Borkovich. Global analysis of serine-threonine protein kinase genes in Neurospora crassa.	GO:0070787	conidiophore development	P
NCU01089	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU01166	IC	17625933	C. Ziv, R. Gorovits, O. Yarden. Carbon source affects PKA-dependent polarity of Neurospora crassa in a CRE-1-dependent and independent manner.	GO:0005952	cAMP-dependent protein kinase complex	C
NCU01166	IDA	17625933	C. Ziv, R. Gorovits, O. Yarden. Carbon source affects PKA-dependent polarity of Neurospora crassa in a CRE-1-dependent and independent manner.	GO:0004691	cAMP-dependent protein kinase activity	F
NCU01166	IMP	11356572	CA. de Pinho, M. de Lourdes, TM. Polizeli, JA. Jorge, HF. Terenzi. Mobilisation of trehalose in mutants of the cyclic AMP signalling pathway, cr-1 (CRISP-1) and mcb (microcycle conidiation), of Neurospora crassa.	GO:0005991	trehalose metabolic process	P
NCU01166	IMP	19883780	FZ. Freitas, RM. de Paula, LC. Barbosa, HF. Terenzi, MC. Bertolini. cAMP signaling pathway controls glycogen metabolism in Neurospora crassa by regulating the glycogen synthase gene expression and phosphorylation.	GO:0005979	regulation of glycogen biosynthetic process	P
NCU01166	IMP	18079175	G. Huang, S. Chen, S. Li, J. Cha, C. Long, L. Li, Q. He, Y. Liu. Protein kinase A and casein kinases mediate sequential phosphorylation events in the circadian negative feedback loop.	GO:0006355	regulation of transcription, DNA-dependent	P
NCU01166	IMP	18079175	G. Huang, S. Chen, S. Li, J. Cha, C. Long, L. Li, Q. He, Y. Liu. Protein kinase A and casein kinases mediate sequential phosphorylation events in the circadian negative feedback loop.	GO:0006468	protein phosphorylation	P
NCU01166	IMP	18079175	G. Huang, S. Chen, S. Li, J. Cha, C. Long, L. Li, Q. He, Y. Liu. Protein kinase A and casein kinases mediate sequential phosphorylation events in the circadian negative feedback loop.	GO:0042752	regulation of circadian rhythm	P
NCU01166	IMP	18079175	G. Huang, S. Chen, S. Li, J. Cha, C. Long, L. Li, Q. He, Y. Liu. Protein kinase A and casein kinases mediate sequential phosphorylation events in the circadian negative feedback loop.	GO:0048315	conidium formation	P
NCU01166	IMP	9701815	IH. Lee, RG. Walline, M. Plamann. Apolar growth of Neurospora crassa leads to increased secretion of extracellular proteins.	GO:0009306	protein secretion	P
NCU01166	IMP	8918454	KS. Bruno, R. Aramayo, PF. Minke, RL. Metzenberg, M. Plamann. Loss of growth polarity and mislocalization of septa in a Neurospora mutant altered in the regulatory subunit of cAMP-dependent protein kinase.	GO:0051666	actin cortical patch localization	P
NCU01166	IMP	12960438	S. Seiler, M. Plamann. The genetic basis of cellular morphogenesis in the filamentous fungus Neurospora crassa.	GO:0007163	establishment or maintenance of cell polarity	P
NCU01401	IDA	16294304	S. Schmitt, H. Prokisch, T. Schlunck, DG. Camp, U. Ahting, T. Waizenegger, C. Scharfe, T. Meitinger, A. Imhof, W. Neupert, PJ. Oefner, D. Rapaport. Proteome analysis of mitochondrial outer membrane from Neurospora crassa.	GO:0005741	mitochondrial outer membrane	C
NCU08224	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU05009	IC	15863099	I. Marques, M. Duarte, J. Assun??o, AV. Ushakova, A. Videira. Composition of complex I from Neurospora crassa and disruption of two "accessory" subunits.	GO:0005739	mitochondrion	C
NCU05009	IC	15863099	I. Marques, M. Duarte, J. Assun??o, AV. Ushakova, A. Videira. Composition of complex I from Neurospora crassa and disruption of two "accessory" subunits.	GO:0005747	mitochondrial respiratory chain complex I	C
NCU05009	IC	15863099	I. Marques, M. Duarte, J. Assun??o, AV. Ushakova, A. Videira. Composition of complex I from Neurospora crassa and disruption of two "accessory" subunits.	GO:0006116	NADH oxidation	P
NCU05009	IC	15863099	I. Marques, M. Duarte, J. Assun??o, AV. Ushakova, A. Videira. Composition of complex I from Neurospora crassa and disruption of two "accessory" subunits.	GO:0009055	electron carrier activity	F
NCU05009	IDA	21145408	A. Keeping, D. Deabreu, M. Dibernardo, RA. Collins. Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.	GO:0005739	mitochondrion	C
NCU05009	IMP	11014810	M. Duarte, A. Videira. Respiratory chain complex I is essential for sexual development in neurospora and binding of iron sulfur clusters are required for enzyme assembly.	GO:0030437	ascospore formation	P
NCU05009	IMP	11014810	M. Duarte, A. Videira. Respiratory chain complex I is essential for sexual development in neurospora and binding of iron sulfur clusters are required for enzyme assembly.	GO:0032981	mitochondrial respiratory chain complex I assembly	P
NCU05009	IMP	11014810	M. Duarte, A. Videira. Respiratory chain complex I is essential for sexual development in neurospora and binding of iron sulfur clusters are required for enzyme assembly.	GO:0051539	4 iron, 4 sulfur cluster binding	F
NCU04753	IC	15863099	I. Marques, M. Duarte, J. Assun??o, AV. Ushakova, A. Videira. Composition of complex I from Neurospora crassa and disruption of two "accessory" subunits.	GO:0005739	mitochondrion	C
NCU04753	IC	15863099	I. Marques, M. Duarte, J. Assun??o, AV. Ushakova, A. Videira. Composition of complex I from Neurospora crassa and disruption of two "accessory" subunits.	GO:0005747	mitochondrial respiratory chain complex I	C
NCU04753	IC	15863099	I. Marques, M. Duarte, J. Assun??o, AV. Ushakova, A. Videira. Composition of complex I from Neurospora crassa and disruption of two "accessory" subunits.	GO:0006116	NADH oxidation	P
NCU04753	IC	15863099	I. Marques, M. Duarte, J. Assun??o, AV. Ushakova, A. Videira. Composition of complex I from Neurospora crassa and disruption of two "accessory" subunits.	GO:0009055	electron carrier activity	F
NCU07142	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU08159	IEP	20675579	KM. Smith, G. Sancar, R. Dekhang, CM. Sullivan, S. Li, AG. Tag, C. Sancar, EL. Bredeweg, HD. Priest, RF. McCormick, TL. Thomas, JC. Carrington, JE. Stajich, D. Bell-Pedersen, M. Brunner, M. Freitag. Transcription factors in light and circadian clock signaling networks revealed by genomewide mapping of direct targets for neurospora white collar complex.	GO:0009416	response to light stimulus	P
NCU06125	IEP	17371837	S. Choudhary, HC. Lee, M. Maiti, Q. He, P. Cheng, Q. Liu, Y. Liu. A double-stranded-RNA response program important for RNA interference efficiency.	GO:0043331	response to dsRNA	P
NCU06076	IEP	14599890	V. Aign, JD. Hoheisel. Analysis of nutrient-dependent transcript variations in Neurospora crassa.	GO:0010034	response to acetate	P
NCU08730	IEP	9393441	K. Watanabe, Y. Sakuraba, H. Inoue. Genetic and molecular characterization of Neurospora crassa mus-23: a gene involved in recombinational repair.	GO:0009411	response to UV	P
NCU08730	IMP	9393441	K. Watanabe, Y. Sakuraba, H. Inoue. Genetic and molecular characterization of Neurospora crassa mus-23: a gene involved in recombinational repair.	GO:0000909	sporocarp development involved in sexual reproduction	P
NCU08730	IMP	9393441	K. Watanabe, Y. Sakuraba, H. Inoue. Genetic and molecular characterization of Neurospora crassa mus-23: a gene involved in recombinational repair.	GO:0006281	DNA repair	P
NCU08730	IMP	9393441	K. Watanabe, Y. Sakuraba, H. Inoue. Genetic and molecular characterization of Neurospora crassa mus-23: a gene involved in recombinational repair.	GO:0007126	meiosis	P
NCU06244	IDA	14722057	SC. Hoppins, FE. Nargang. The Tim8-Tim13 complex of Neurospora crassa functions in the assembly of proteins into both mitochondrial membranes.	GO:0005758	mitochondrial intermembrane space	C
NCU06244	IDA	14722057	SC. Hoppins, FE. Nargang. The Tim8-Tim13 complex of Neurospora crassa functions in the assembly of proteins into both mitochondrial membranes.	GO:0008565	protein transporter activity	F
NCU06244	IDA	14722057	SC. Hoppins, FE. Nargang. The Tim8-Tim13 complex of Neurospora crassa functions in the assembly of proteins into both mitochondrial membranes.	GO:0045039	protein import into mitochondrial inner membrane	P
NCU06244	IGI	14722057	SC. Hoppins, FE. Nargang. The Tim8-Tim13 complex of Neurospora crassa functions in the assembly of proteins into both mitochondrial membranes.	GO:0042719	mitochondrial intermembrane space protein transporter complex	C
NCU10847	IMP	16914525	B. Grimaldi, P. Coiro, P. Filetici, E. Berge, JR. Dobosy, M. Freitag, EU. Selker, P. Ballario. The Neurospora crassa White Collar-1 dependent blue light response requires acetylation of histone H3 lysine 14 by NGF-1.	GO:0016573	histone acetylation	P
NCU10847	IPI	22875992	A. Brenna, B. Grimaldi, P. Filetici, P. Ballario. Physical association of the WC-1 photoreceptor and the histone acetyltransferase NGF-1 is required for blue light signal transduction in Neurospora crassa.	GO:0009785	blue light signaling pathway	P
NCU03290	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU03184	IEP	20675579	KM. Smith, G. Sancar, R. Dekhang, CM. Sullivan, S. Li, AG. Tag, C. Sancar, EL. Bredeweg, HD. Priest, RF. McCormick, TL. Thomas, JC. Carrington, JE. Stajich, D. Bell-Pedersen, M. Brunner, M. Freitag. Transcription factors in light and circadian clock signaling networks revealed by genomewide mapping of direct targets for neurospora white collar complex.	GO:0009416	response to light stimulus	P
NCU06300	IPI	None	None	GO:0046037	GMP metabolic process	P
NCU09931	IDA	20707002	D. Managadze, C. W?rtz, S. Wiese, HE. Meyer, G. Niehaus, R. Erdmann, B. Warscheid, H. Rottensteiner. A proteomic approach towards the identification of the matrix protein content of the two types of microbodies in Neurospora crassa.	GO:0009514	glyoxysome	C
NCU09931	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU00114	IDA	21145408	A. Keeping, D. Deabreu, M. Dibernardo, RA. Collins. Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.	GO:0005761	mitochondrial ribosome	C
NCU09502	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU07493	IDA	21145408	A. Keeping, D. Deabreu, M. Dibernardo, RA. Collins. Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.	GO:0005761	mitochondrial ribosome	C
NCU06005	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU05927	IEP	17371837	S. Choudhary, HC. Lee, M. Maiti, Q. He, P. Cheng, Q. Liu, Y. Liu. A double-stranded-RNA response program important for RNA interference efficiency.	GO:0043331	response to dsRNA	P
NCU09692	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU01353	IEP	19555771	A. Maddi, SM. Bowman, SJ. Free. Trifluoromethanesulfonic acid-based proteomic analysis of cell wall and secreted proteins of the ascomycetous fungi Neurospora crassa and Candida albicans.	GO:0030446	hyphal cell wall	C
NCU04675	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU07733	IDA	21145408	A. Keeping, D. Deabreu, M. Dibernardo, RA. Collins. Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.	GO:0005739	mitochondrion	C
NCU03637	IDA	21145408	A. Keeping, D. Deabreu, M. Dibernardo, RA. Collins. Gel-based mass spectrometric and computational approaches to the mitochondrial proteome of Neurospora.	GO:0005739	mitochondrion	C
NCU03637	IDA	16294304	S. Schmitt, H. Prokisch, T. Schlunck, DG. Camp, U. Ahting, T. Waizenegger, C. Scharfe, T. Meitinger, A. Imhof, W. Neupert, PJ. Oefner, D. Rapaport. Proteome analysis of mitochondrial outer membrane from Neurospora crassa.	GO:0005741	mitochondrial outer membrane	C
NCU05785	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU02413	IMP	17211673	S. Banno, R. Noguchi, K. Yamashita, F. Fukumori, M. Kimura, I. Yamaguchi, M. Fujimura. Roles of putative His-to-Asp signaling modules HPT-1 and RRG-2, on viability and sensitivity to osmotic and oxidative stresses in Neurospora crassa.	GO:0006979	response to oxidative stress	P
NCU06054	IMP	12960438	S. Seiler, M. Plamann. The genetic basis of cellular morphogenesis in the filamentous fungus Neurospora crassa.	GO:0007163	establishment or maintenance of cell polarity	P
NCU02691	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU03460	IEP	19262566	CH. Chen, CS. Ringelberg, RH. Gross, JC. Dunlap, JJ. Loros. Genome-wide analysis of light-inducible responses reveals hierarchical light signalling in Neurospora.	GO:0009416	response to light stimulus	P
NCU07904	IDA	16294304	S. Schmitt, H. Prokisch, T. Schlunck, DG. Camp, U. Ahting, T. Waizenegger, C. Scharfe, T. Meitinger, A. Imhof, W. Neupert, PJ. Oefner, D. Rapaport. Proteome analysis of mitochondrial outer membrane from Neurospora crassa.	GO:0005741	mitochondrial outer membrane	C
NCU09644	IMP	17983847	Y. Kazama, C. Ishii, AL. Schroeder, H. Shimada, M. Wakabayashi, H. Inoue. The Neurospora crassa UVS-3 epistasis group encodes homologues of the ATR/ATRIP checkpoint control system.	GO:0000077	DNA damage checkpoint	P
NCU09730	IDA	11707394	A. Kallipolitou, D. Deluca, U. Majdic, S. Lak?mper, R. Cross, E. Meyh?fer, L. Moroder, M. Schliwa, G. Woehlke. Unusual properties of the fungal conventional kinesin neck domain from Neurospora crassa.	GO:0016887	ATPase activity	F
NCU09730	IMP	18069024	M. Uchida, RR. Mouri?o-P?rez, M. Freitag, S. Bartnicki-Garc?a, RW. Roberson. Microtubule dynamics and the role of molecular motors in Neurospora crassa.	GO:0007019	microtubule depolymerization	P
NCU09730	IMP	18069024	M. Uchida, RR. Mouri?o-P?rez, M. Freitag, S. Bartnicki-Garc?a, RW. Roberson. Microtubule dynamics and the role of molecular motors in Neurospora crassa.	GO:0046785	microtubule polymerization	P
NCU09730	IMP	9214620	S. Seiler, FE. Nargang, G. Steinberg, M. Schliwa. Kinesin is essential for cell morphogenesis and polarized secretion in Neurospora crassa.	GO:0009847	spore germination	P
NCU09730	IMP	9214620	S. Seiler, FE. Nargang, G. Steinberg, M. Schliwa. Kinesin is essential for cell morphogenesis and polarized secretion in Neurospora crassa.	GO:0051647	nucleus localization	P
NCU09730	IMP	10469561	S. Seiler, M. Plamann, M. Schliwa. Kinesin and dynein mutants provide novel insights into the roles of vesicle traffic during cell morphogenesis in Neurospora.	GO:0030448	hyphal growth	P
NCU09730	IMP	10469561	S. Seiler, M. Plamann, M. Schliwa. Kinesin and dynein mutants provide novel insights into the roles of vesicle traffic during cell morphogenesis in Neurospora.	GO:0040009	regulation of growth rate	P
NCU09730	IMP	10469561	S. Seiler, M. Plamann, M. Schliwa. Kinesin and dynein mutants provide novel insights into the roles of vesicle traffic during cell morphogenesis in Neurospora.	GO:0040023	establishment of nucleus localization	P
NCU09730	IMP	10469561	S. Seiler, M. Plamann, M. Schliwa. Kinesin and dynein mutants provide novel insights into the roles of vesicle traffic during cell morphogenesis in Neurospora.	GO:0050708	regulation of protein secretion	P
NCU09730	IPI	11707394	A. Kallipolitou, D. Deluca, U. Majdic, S. Lak?mper, R. Cross, E. Meyh?fer, L. Moroder, M. Schliwa, G. Woehlke. Unusual properties of the fungal conventional kinesin neck domain from Neurospora crassa.	GO:0046983	protein dimerization activity	F
NCU09730	IPI	17412962	MC. Alonso, DR. Drummond, S. Kain, J. Hoeng, L. Amos, RA. Cross. An ATP gate controls tubulin binding by the tethered head of kinesin-1.	GO:0008574	plus-end-directed microtubule motor activity	F
NCU09730	IPI	17412962	MC. Alonso, DR. Drummond, S. Kain, J. Hoeng, L. Amos, RA. Cross. An ATP gate controls tubulin binding by the tethered head of kinesin-1.	GO:0015631	tubulin binding	F
